emetteur,fiscal_year,report_year,publication_date,status,status_reason,diagnostic,core_metrics_count,report_title,report_url,resultat_operationnel,resultat_net,chiffre_affaires,capitaux_propres,total_actif,dettes_totales,actifs_courants,passifs_courants,marge_operationnelle,marge_nette,roe,roa,ratio_endettement,autonomie_financiere,ratio_liquidite_generale,company_url,truth_status,truth_reason
BANK OF AFRICA SN,2021,2022.0,2022-03-30,ok,,,7,BOA SENEGAL : États financiers exercice 2021,https://www.brvm.org/sites/default/files/20220330_-_etats_financiers_exercice_2021_-_boa_sn.pdf,7632.0,7667.0,29997.0,46551.0,561588.0,515037.0,23543.0,,0.2544254425442544,0.2555922258892556,0.1647010805353268,0.0136523572441006,11.06392988335374,0.0828917284557362,,https://www.brvm.org/fr/rapports-societe-cotes/bank-africa-sn,verified_like,passes_rule_checks
BANK OF AFRICA SN,2022,2023.0,2023-03-10,ok,,,7,BANK OF AFRICA SENEGAL : Etats financiers certifiés exercice 2022,https://www.brvm.org/sites/default/files/20230310_-_etats_financiers_certifies_2022_-_boa_sn.pdf,10933.0,11070.0,35727.0,53327.0,626289.0,572962.0,33448.0,,0.3060150586391245,0.3098496935091107,0.2075871509741781,0.0176755459540244,10.744313387214731,0.0851475916070695,,https://www.brvm.org/fr/rapports-societe-cotes/bank-africa-sn,verified_like,passes_rule_checks
BANK OF AFRICA SN,2025,2026.0,2026-03-17,ok,,,6,BOA SN : Etats financiers - Exercice 2025,https://www.brvm.org/sites/default/files/20260317_-_etats_financiers_-_exercice_2025_-_boa_sn.pdf,24723.0,21905.0,,88621.0,783173.0,694552.0,35262.0,,,,0.2471761772040487,0.0279695546194774,7.837329752541723,0.1131563524278799,,https://www.brvm.org/fr/rapports-societe-cotes/bank-africa-sn,verified_like,passes_rule_checks
BERNABE CI,2021,2022.0,2022-05-03,ok,,,8,BERNABE CI : Etats financiers Exercice 2021,https://www.brvm.org/sites/default/files/20220503_-_etats_financiers_exercice_2021_-_bernabe_ci.pdf,2656681.0,1598214.0,44428368.0,8922.0,27842423.0,27833501.0,36253828.0,17355320.0,0.0597969522535691,0.0359728270910153,179.1318090114324,0.0574021161879481,3119.6481730553687,0.0003204462485179,2.0889172887621776,https://www.brvm.org/fr/rapports-societe-cotes/bernabe-ci,verified_like,passes_rule_checks
BERNABE CI,2024,2025.0,2025-04-30,ok,,,8,BERNABE CÔTE D'IVOIRE : Etats financiers - Exercice 2024,https://www.brvm.org/sites/default/files/20250430_-_etats_financiers_-_exercice_2024_-_bernabe_ci.pdf,1193257549.0,7313440.0,45312422329.0,2974139.0,15923363159.0,15920389020.0,41860285515.0,14288081045.0,0.026334004841677,0.0001614003318317,2.459010826326544,0.0004592899079781,5352.940471175019,0.0001867783187698,2.9297346076888804,https://www.brvm.org/fr/rapports-societe-cotes/bernabe-ci,verified_like,passes_rule_checks
BICI CI,2021,2022.0,2022-04-06,ok,,,7,BICICI : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220406_-_etats_financiers_exercice_2021_-_bicici.pdf,4664.0,4672.0,45315.0,62819.0,831386.0,768567.0,6990.0,,0.1029239766081871,0.1031005185920776,0.0743724032537926,0.0056195317217273,12.234626466514907,0.0755593671291073,,https://www.brvm.org/fr/rapports-societe-cotes/bici-ci,verified_like,passes_rule_checks
BICI CI,2022,,,ok,,,7,BICICI : Etats financiers Exercice 2022,https://www.brvm.org/sites/default/files/bilan_et_compte_de_resultat_bicici_31_12_2022_.pdf,11036.0,9603.0,44167.0,74313.0,926252.0,851939.0,6840.0,,0.2498698123033033,0.2174247741526479,0.129223688991159,0.0103675889498754,11.464198727006044,0.0802297862784641,,https://www.brvm.org/fr/rapports-societe-cotes/bici-ci,verified_like,passes_rule_checks
BICI CI,2023,2024.0,2024-05-02,ok,,,7,BICI CI : Etats financiers - Exercice 2023,https://www.brvm.org/sites/default/files/20240502_-_etats_financiers_-_exercice_2023_-_bici_ci.pdf,14004.0,12391.0,47275.0,83574.0,920563.0,836989.0,6872.0,,0.2962242199894236,0.2621047065044949,0.1482638141048651,0.0134602411784962,10.01494483930409,0.0907857474176129,,https://www.brvm.org/fr/rapports-societe-cotes/bici-ci,verified_like,passes_rule_checks
BICI CI,2024,2025.0,2025-03-28,ok,,,7,BICI CÔTE D'IVOIRE : Etats financiers - Exercice 2024,https://www.brvm.org/sites/default/files/20250328_-_etats_financiers_-_exercice_2024_-_bici_ci.pdf,15540.0,16694.0,55506.0,99783.0,1015578.0,915795.0,10163.0,,0.2799697330018376,0.3007602781681259,0.1673030476133209,0.016437929927588,9.177865969153062,0.0982524237429326,,https://www.brvm.org/fr/rapports-societe-cotes/bici-ci,verified_like,passes_rule_checks
BIIC,2024,2025.0,2025-06-26,ok,,,7,BANQUE INTERNATIONALE POUR L’INDUSTRIE ET LE COMMERCE DU BENIN: Etats financiers - Exercice 2024,https://www.brvm.org/sites/default/files/20250626_-_etats_financiers_-_exercice_2024_-_biic_bn.pdf,32660.0,30341.0,45207.0,95569.0,1520447.0,1424878.0,10398.0,,0.7224544871369478,0.6711571216846949,0.3174774246879218,0.0199553157722696,14.909416233297408,0.0628558575208474,,https://www.brvm.org/fr/rapports-societe-cotes/biic,verified_like,passes_rule_checks
CFAO MOTORS CI,2020,2021.0,2021-05-11,ok,,,8,CFAO MOTORS CÔTE D'IVOIRE : Etats Financiers - Exercice 2020,https://www.brvm.org/sites/default/files/20210511_-_etats_financiers_-_exercice_2020_-_cfao_motors_ci.pdf,5450011658.0,3779508079.0,99126215810.0,23392004981.0,51094286602.0,27702281621.0,29222096946.0,26913308158.0,0.0549805277389616,0.0381282393170779,0.1615726433911877,0.0739712466961434,1.1842628130209871,0.4578203657722536,1.0857861387550647,https://www.brvm.org/fr/rapports-societe-cotes/cfao-motors-ci,verified_like,passes_rule_checks
CFAO MOTORS CI,2021,2022.0,2022-04-27,ok,,,8,CFAO MOTORS CI : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220427_-_etats_financiers_exercice_2021_-_cfao_motors_ci.pdf,9408220777.0,6710916633.0,119731739139.0,25619459159.0,66380321677.0,40760862518.0,36993828838.0,39908063193.0,0.0785775003742134,0.056049604568168,0.2619460696399004,0.1010979830084983,1.5910118267926392,0.3859496084345858,0.9269763019842274,https://www.brvm.org/fr/rapports-societe-cotes/cfao-motors-ci,verified_like,passes_rule_checks
CFAO MOTORS CI,2022,,,ok,,,8,CFAO MOTORS CI : Etats financiers provisoire exercice 2022,https://www.brvm.org/sites/default/files/etats_financiers_provisoire_exercice_2022_-_cfao_motors_ci_.pdf,9880523627.0,5533563559.0,146375310833.0,17133122722.0,86527037180.0,69393914458.0,56348777526.0,68498898692.0,0.0675012990289921,0.0378039406202406,0.3229746059015009,0.0639518437166485,4.050278258317375,0.1980088915601998,0.8226231166046614,https://www.brvm.org/fr/rapports-societe-cotes/cfao-motors-ci,verified_like,passes_rule_checks
CFAO MOTORS CI,2024,2025.0,2025-05-16,ok,,,8,CFAO MOTORS CÔTE D'IVOIRE : Etats financiers - Exercice 2024,https://www.brvm.org/sites/default/files/20250516_-_etats_financiers_-_exercice_2024_-_cfao_motors_ci.pdf,7846693699.0,4693479450.0,158313246307.0,19452985667.0,80524552245.0,61071566578.0,61343754629.0,60012128287.0,0.049564353470358,0.0296467892579148,0.2412729608885698,0.0582863154050189,3.1394443826482465,0.2415783152424531,1.022189287065969,https://www.brvm.org/fr/rapports-societe-cotes/cfao-motors-ci,verified_like,passes_rule_checks
CORIS BANK INTERNATIONAL,2022,2023.0,2023-04-27,ok,,,7,CORIS BANK INTERNATIONAL BURKINA FASO : Etats financiers Exercice 2022,https://www.brvm.org/sites/default/files/20230427_-_etats_financiers_exercice_2022_-_coris_bank_international_bf.pdf,60745.0,56478.0,111106.0,228513.0,2289034.0,2060521.0,67250.0,,0.546730149586881,0.5083253829676165,0.247154428850875,0.024673290130247,9.017084367191364,0.0998294477058881,,https://www.brvm.org/fr/rapports-societe-cotes/coris-bank-international,verified_like,passes_rule_checks
CROWN SIEM CI,2020,2021.0,2021-09-07,ok,,,8,CROWN SIEM CI : Etats financiers - exercice 2020,https://www.brvm.org/sites/default/files/20210907_-_etats_financiers_-_exercice_2020_-_crown_siem_ci.pdf,1127530810.0,736547004.0,19629605607.0,6228056683.0,18119926284.0,11351664351.0,13717453375.0,10387927968.0,0.0574403191064581,0.0375222517836702,0.1182627329019767,0.0406484547705017,1.82266554862696,0.3437131357702823,1.3205187230077644,https://www.brvm.org/fr/rapports-societe-cotes/crown-siem-ci,verified_like,passes_rule_checks
CROWN SIEM CI,2021,2022.0,2022-05-10,ok,,,8,EVIOSYS PACKAGING SIEM : Etats financiers Exercice 2021,https://www.brvm.org/sites/default/files/20220510_-_etats_financiers_exercice_2021_-_eviosys_packaging_siem.pdf,2822883834.0,2383609190.0,23056648977.0,5795669420.0,34167069773.0,28371400353.0,18622332953.0,13703831985.0,0.1224325285437596,0.1033805559679445,0.4112741802999523,0.0697633483303157,4.895275816645871,0.1696273475748844,1.3589142783845944,https://www.brvm.org/fr/rapports-societe-cotes/crown-siem-ci,verified_like,passes_rule_checks
CROWN SIEM CI,2022,,,ok,,,8,CROWN SIEM CI : Etats financiers - Exercice 2022,https://www.brvm.org/sites/default/files/eviosys_packaging_siem_-etats_financiers_de_synthese_-exercice_2022.pdf,3260942191.0,3857786280.0,29602761049.0,12037064890.0,32641610848.0,19772522423.0,28163239833.0,19772522423.0,0.110156690641198,0.1303184616331698,0.3204922724313734,0.1181861488994613,1.6426365234124778,0.368764426058879,1.424362518372449,https://www.brvm.org/fr/rapports-societe-cotes/crown-siem-ci,verified_like,passes_rule_checks
CROWN SIEM CI,2023,2024.0,2024-12-16,ok,,,8,EVIOSYS PACKAGING SIEM CI : Etats financiers de synthèse - Exercice 2023,https://www.brvm.org/sites/default/files/20241216_-_etats_financiers_de_synthese_-exercice_2023_-_eviosys_packaging_siem_ci.pdf,1460428832.0,1012055129.0,27874878137.0,13049120019.0,30745259764.0,16741603893.0,26600691927.0,16741603893.0,0.0523922947688687,0.0363070691834393,0.0775573469725476,0.0329174362737057,1.2829680368196177,0.4244270537690943,1.588897461498434,https://www.brvm.org/fr/rapports-societe-cotes/crown-siem-ci,verified_like,passes_rule_checks
ECOBANK CI,2020,2021.0,2021-03-24,ok,,,7,ECOBANK CI : Etats financiers exercice 2020,https://www.brvm.org/sites/default/files/20210324_-_etats_financiers_exercice_2020_-_ecobank_ci.pdf,28025.0,30018.0,86521.0,120089.0,1602345.0,1482256.0,58942.0,,0.3239098022445418,0.3469446723916737,0.2499646095812272,0.0187337932842178,12.342978957273356,0.0749457825873953,,https://www.brvm.org/fr/rapports-societe-cotes/ecobank-ci,verified_like,passes_rule_checks
ECOBANK CI,2021,2022.0,2022-03-17,ok,,,6,ECOBANK CI : États financiers exercice 2021,https://www.brvm.org/sites/default/files/20220317_-_etats_financiers_exercice_2021_-_ecobank_ci.pdf,,34304.0,90545.0,128527.0,1677707.0,1549180.0,31959.0,,,0.3788613396653598,0.2669011180530161,0.0204469552788418,12.053342877372067,0.0766087284609291,,https://www.brvm.org/fr/rapports-societe-cotes/ecobank-ci,verified_like,passes_rule_checks
ECOBANK CI,2022,2023.0,2023-04-05,ok,,,6,ECOBANK CI : Etats financiers exercice 2022,https://www.brvm.org/sites/default/files/20230405_-_etats_financiers_exercice_2022_-_ecobank_ci.pdf,,44598.0,99155.0,144829.0,1901235.0,1756406.0,36336.0,,,0.449780646462609,0.3079355653909092,0.0234573842791659,12.127446851114073,0.0761762748950024,,https://www.brvm.org/fr/rapports-societe-cotes/ecobank-ci,verified_like,passes_rule_checks
ECOBANK CI,2023,2024.0,2024-03-28,ok,,,7,ECOBANK CI : Résultats financiers - Exercice 2023,https://www.brvm.org/sites/default/files/20240328_-_resultats_financiers_-_exercice_2023_-_ecobank_ci.pdf,48368.0,48071.0,110189.0,163719.0,1953299.0,1737516.0,39820.0,,0.438954886603926,0.4362595177377052,0.2936189446551713,0.0246101595301077,10.612793872427757,0.08381666094131,,https://www.brvm.org/fr/rapports-societe-cotes/ecobank-ci,verified_like,passes_rule_checks
ECOBANK TG,2021,2022.0,2022-01-28,ok,,,7,Ecobank Transnational Incorporated TOGO : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220128_-_etats_financiers_exercice_2021_-_eti_tg.pdf,516827.0,349504.0,1741138.0,2128906.0,27257878.0,23000066.0,43600.0,,0.2968328759696245,0.2007330837647561,0.1641707055172938,0.0128221279734247,10.803701995297114,0.078102411346914,,https://www.brvm.org/fr/rapports-societe-cotes/ecobank-tg,verified_like,passes_rule_checks
ECOBANK TG,2023,2024.0,2024-05-02,ok,,,7,ETI TOGO : Etats financiers - Exercice 2023,https://www.brvm.org/sites/default/files/20240502_-_etats_financiers_-_exercice_2023_-_eti_tg.pdf,621172.0,406923.0,2063666.0,1734455.0,27230165.0,23761255.0,145054.0,,0.3010041353591133,0.1971845250151914,0.2346114485530036,0.0149438315926473,13.699551155838575,0.0636960885106645,,https://www.brvm.org/fr/rapports-societe-cotes/ecobank-tg,verified_like,passes_rule_checks
ECOBANK TG,2024,2025.0,2025-03-28,ok,,,7,ETI TOGO : Etats financiers certifiés par les Commissaires Aux Comptes - Exercice 2024,https://www.brvm.org/sites/default/files/20250328_-_etats_financiers_certifies_par_les_commissaires_aux_comptes_-_exercice_2024_-_eti_tg.pdf,657755.0,493630.0,2089118.0,1794802.0,27955172.0,24365568.0,2391697.0,,0.3148481799496246,0.2362863179581048,0.2750331234308854,0.0176579131761378,13.575630069500702,0.064202860207764,,https://www.brvm.org/fr/rapports-societe-cotes/ecobank-tg,verified_like,passes_rule_checks
FILTISAC CI,2022,2023.0,2023-05-11,ok,,,8,FILTISAC CI : Etats financiers exercice 2022,https://www.brvm.org/sites/default/files/20230511_-_etats_financiers_exercice_2022_-_filtisac_ci.pdf,203064.0,153483.0,45464126.0,29719262.0,60742819.0,31023557.0,36634076.0,25908048.0,0.004466466593903,0.0033759144517591,0.0051644283764516,0.0025267678143156,1.043887193430308,0.4892637926468312,1.4140037103528602,https://www.brvm.org/fr/rapports-societe-cotes/filtisac-ci,verified_like,passes_rule_checks
FILTISAC CI,2024,2025.0,2025-05-23,ok,,,8,FILTISAC CÔTE D'IVOIRE : Etats financiers - Exercice 2024,https://www.brvm.org/sites/default/files/20250523_-_etats_financiers_-_exercice_2024_-_filtisac_ci.pdf,882181.0,18595275.0,30694517.0,27426156722.0,27443764313.0,17607591.0,53014429.0,14076147.0,0.0287406705243154,0.6058174819952371,0.0006780124239968,0.0006775774193335,0.0006419999410955,0.9993584119583894,3.766259971567504,https://www.brvm.org/fr/rapports-societe-cotes/filtisac-ci,verified_like,passes_rule_checks
LNB,2025,2026.0,2026-04-30,ok,,,5,LNB BN : Etats financiers - Exercice 2025,https://www.brvm.org/sites/default/files/20260430_-_etats_financiers_-_exercice_2025_-_lnb_bn.pdf,6376159291.0,4622243779.0,98598057859.0,21953860132.0,,,,9661311921.0,0.064668203709633,0.0468796635488503,0.2105435559490791,,,,,https://www.brvm.org/fr/rapports-societe-cotes/lnb,verified_like,passes_rule_checks
NEI-CEDA CI,2020,2021.0,2021-05-17,ok,,,8,NEI-CEDA CÔTE D'IVOIRE : Etats Financiers - Exercice 2020,https://www.brvm.org/sites/default/files/20210517_-_etats_financiers_-_exercice_2020_-_nei-ceda_ci.pdf,1365392841.0,800792587.0,7301216273.0,2777950849.0,9110103553.0,6332152704.0,8544536583.0,6230553750.0,0.1870089571307785,0.1096793406820918,0.2882673706369813,0.0879015899590181,2.2794329519110943,0.3049307653682166,1.3713928048530195,https://www.brvm.org/fr/rapports-societe-cotes/nei-ceda-ci,verified_like,passes_rule_checks
NEI-CEDA CI,2021,2022.0,2022-04-29,ok,,,8,NEI-CEDA : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220429_-_etats_financiers_exercice_2021_-_nei-ceda_ci.pdf,1787649834.0,980247893.0,8874246101.0,3758198742.0,4244297755.0,486099013.0,8008201421.0,392042294.0,0.2014424452121693,0.1104598499797678,0.2608291791610631,0.2309564383990774,0.1293436154846118,0.8854700963363491,20.42688134306244,https://www.brvm.org/fr/rapports-societe-cotes/nei-ceda-ci,verified_like,passes_rule_checks
NEI-CEDA CI,2022,2023.0,2023-05-12,ok,,,8,NEI-CEDA CI : Etats financiers exercice 2022,https://www.brvm.org/sites/default/files/20230512_-_etats_financiers_exercice_2022_-_nei-ceda_ci.pdf,1794653147.0,1212304460.0,8988063184.0,4970503202.0,5298200428.0,327697226.0,7248722711.0,235107602.0,0.1996707310863959,0.1348793878260747,0.2438997442979617,0.2288143826332422,0.0659283804239665,0.9381493338250888,30.83151139876796,https://www.brvm.org/fr/rapports-societe-cotes/nei-ceda-ci,verified_like,passes_rule_checks
NEI-CEDA CI,2023,2024.0,2024-04-22,ok,,,8,NEI CEDA CI : Etats financiers SYSCOHADA - Exercice 2023,https://www.brvm.org/sites/default/files/20240422_-_etats_financiers_syscohada_-_exercice_2023_-_nei_ceda_ci.pdf,1850072232.0,1167140182.0,8525436230.0,5637643384.0,5748166014.0,110522630.0,5807131931.0,30873108.0,0.2170061662639402,0.1369009339244098,0.2070262523721206,0.2030456634615911,0.019604402490883,0.9807725403666464,188.09677117703865,https://www.brvm.org/fr/rapports-societe-cotes/nei-ceda-ci,verified_like,passes_rule_checks
NEI-CEDA CI,2024,2025.0,2025-06-13,ok,,,8,NEI-CEDA MOTORS CÔTE D'IVOIRE : Etats financiers approuvés - Exercice 2024,https://www.brvm.org/sites/default/files/20250613_-_etats_financiers_approuves_-_exercice_2024_-_nei-ceda_ci.pdf,603453112.0,-759371358.0,6744255774.0,3718272021.0,5135661788.0,1417389767.0,4558602620.0,171850181.0,0.0894766053100168,-0.1125952786262165,-0.2042269510437197,-0.1478624156626413,0.3811958240265606,0.7240102978915246,26.526609360975883,https://www.brvm.org/fr/rapports-societe-cotes/nei-ceda-ci,verified_like,passes_rule_checks
NEI-CEDA CI,2025,2026.0,2026-04-23,ok,,,8,NEI CEDA CI : Etats financiers SYSCOHADA - Exercice 2025,https://www.brvm.org/sites/default/files/20260423_-_etats_financiers_syscohada_-_exercice_2025_-_nei_ceda_ci.pdf,1212792267.0,2036626234.0,5139206354.0,5754898260.0,7386931894.0,1632033634.0,649006892.0,1631946812.0,0.235988240880043,0.396291974618772,0.3538943943033321,0.2757066483385666,0.2835903538631802,0.7790647514530882,0.3976887526160381,https://www.brvm.org/fr/rapports-societe-cotes/nei-ceda-ci,verified_like,passes_rule_checks
NESTLE CI,2020,2021.0,2021-04-20,ok,,,8,NESTLE CÔTE D'IVOIRE : Etats Financiers - Exercice 2020,https://www.brvm.org/sites/default/files/20210420_-_etats_financiers_2020_-_nestle_ci.pdf,27076473678.0,20899537493.0,173224766894.0,1043156491.0,62617078194.0,61573921703.0,53398162616.0,45150107155.0,0.1563083279804249,0.1206498231617704,20.034901448933223,0.3337673697940541,59.02654322169194,0.016659296809859,1.182680750517036,https://www.brvm.org/fr/rapports-societe-cotes/nestle-ci,verified_like,passes_rule_checks
NESTLE CI,2023,2024.0,2024-05-21,ok,,,7,NESTLE CI : Etats financiers - Exercice 2023,https://www.brvm.org/sites/default/files/20240521_-_etats_financiers_-_exercice_2023_-_nestle_ci.pdf,30164175277.0,16556698463.0,,5517600000.0,170579374762.0,165061774762.0,93269187627.0,59842981751.0,,,3.000706550492968,0.0970615497102193,29.91550216797158,0.0323462318213934,1.5585651800420428,https://www.brvm.org/fr/rapports-societe-cotes/nestle-ci,verified_like,passes_rule_checks
NSBC,2020,2021.0,2021-05-07,ok,,,7,NSIA BANQUE CÔTE D'IVOIRE : Etats Financiers - Exercice 2020,https://www.brvm.org/sites/default/files/20210507_-_etats_financiers_-_exercice_2020_-nsia_banque_ci.pdf,15258.0,13617.0,63150.0,101609.0,1193793.0,1092184.0,14429.0,,0.2416152019002375,0.2156294536817102,0.1340137192571524,0.0114065001218804,10.748890354200908,0.0851144210093374,,https://www.brvm.org/fr/rapports-societe-cotes/nsbc,verified_like,passes_rule_checks
NSBC,2021,2022.0,2022-04-01,ok,,,7,NSIA BANQUE CI : États financiers exercice 2021,https://www.brvm.org/sites/default/files/20220401_-_etats_financiers_exercice_2021_-_nsia_banque_ci.pdf,7830.0,7201.0,71364.0,108810.0,1549535.0,1440725.0,31373.0,,0.1097191861442744,0.1009052183173589,0.0661795790828048,0.0046472006117964,13.24074074074074,0.0702210663198959,,https://www.brvm.org/fr/rapports-societe-cotes/nsbc,verified_like,passes_rule_checks
NSBC,2022,2023.0,2023-03-31,ok,,,7,NSIA BANQUE CI : Etats financiers exercice 2022,https://www.brvm.org/sites/default/files/20230331_-_etats_financiers_exercice_2022_-_nsia_banque_ci.pdf,23151.0,23713.0,76622.0,132524.0,1644547.0,1512023.0,40113.0,,0.3021455978700634,0.3094803059173605,0.1789336271165977,0.0144191683180839,11.409427726298633,0.080583893315302,,https://www.brvm.org/fr/rapports-societe-cotes/nsbc,verified_like,passes_rule_checks
NSBC,2023,2024.0,2024-03-28,ok,,,7,NSIA BANQUE CI : Etats financiers - Exercice 2023,https://www.brvm.org/sites/default/files/20240328_-_etats_financiers_-_exercice_2023_-_nsia_banque_ci.pdf,25354.0,32382.0,80105.0,164905.0,1885056.0,1720151.0,57674.0,,0.3165095811747082,0.4042444291866924,0.1963676055910979,0.0171782695049908,10.431163397107426,0.0874801597406124,,https://www.brvm.org/fr/rapports-societe-cotes/nsbc,verified_like,passes_rule_checks
NSBC,2024,2025.0,2025-03-25,ok,,,7,NSIA BANQUE CÔTE D'IVOIRE : Etats financiers certifiés par les Commissaires Aux Comptes - Exercice 2024,https://www.brvm.org/sites/default/files/20250325_-_etats_financiers_certifies_par_les_commissaires_aux_comptes_-_exercice_2024_-_nsia_banque_ci.pdf,34546.0,34813.0,91002.0,59548.0,2037064.0,1977516.0,72526.0,,0.3796180303729588,0.3825520318234764,0.5846208101027742,0.0170897919751171,33.20877275475247,0.0292322676165304,,https://www.brvm.org/fr/rapports-societe-cotes/nsbc,verified_like,passes_rule_checks
ONATEL BF,2021,2022.0,2022-04-20,ok,,,8,ONATEL BURKINA FASO : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220420_-_etats_financiers_exercice_2021_-_onatel_bf.pdf,48604853149.0,0.0,154881403105.0,73174192425.0,216671559878.0,143497367453.0,55817735227.0,84913996397.0,0.3138198142229439,0.0,0.0,0.0,1.9610379383425085,0.3377194148886073,0.6573443436348737,https://www.brvm.org/fr/rapports-societe-cotes/onatel-bf,verified_like,passes_rule_checks
ONATEL BF,2022,2023.0,2023-07-20,ok,,,8,ONATEL BURKINA FASO : Etats financiers certifiés et approuvés exercice 2022,https://www.brvm.org/sites/default/files/20230720_-_etats_financiers_certifies_et_approuves_exercice_2022_-_onatel_bf.pdf,35677978444.0,0.0,145625176508.0,63172382621.0,229231698328.0,166059315707.0,66799760418.0,104450207526.0,0.2449986966507814,0.0,0.0,0.0,2.6286695042557717,0.2755831025193067,0.6395368855669534,https://www.brvm.org/fr/rapports-societe-cotes/onatel-bf,verified_like,passes_rule_checks
ONATEL BF,2023,2024.0,2024-07-10,ok,,,8,MOOV AFRICA BF : (ex ONATEL BF) Etats financiers approuvés - Exercice 2023,https://www.brvm.org/sites/default/files/20240710_-_etats_financiers_approuves_-_exercice_2023_-_onatel_bf.pdf,33311787154.0,0.0,139153817144.0,61929278606.0,237579050409.0,175649771803.0,73044241854.0,108665077111.0,0.2393882384090699,0.0,0.0,0.0,2.8362961067333057,0.2606680955218347,0.6721961074889427,https://www.brvm.org/fr/rapports-societe-cotes/onatel-bf,verified_like,passes_rule_checks
ONATEL BF,2024,2025.0,2025-07-18,ok,,,8,MOOV AFRICA BURKINA FASO (ex ONATEL BF) : États financiers certifiés et approuvés Exercice 2024,https://www.brvm.org/sites/default/files/20250718_-_etats_financiers_certifies_et_approuves_exercice_2024_-_onatel_bf.pdf,33565159589.0,0.0,141841255383.0,62561325597.0,147340000510.0,84778674913.0,81368682963.0,17552461786.0,0.236638906630989,0.0,0.0,0.0,1.3551291329585475,0.4246051675067963,4.635741923557434,https://www.brvm.org/fr/rapports-societe-cotes/onatel-bf,verified_like,passes_rule_checks
ORAGROUP,2022,2023.0,2023-04-26,ok,,,5,ORAGROUP TOGO : Etats financiers Exercice 2022,https://www.brvm.org/sites/default/files/20230426_-_etats_financiers_exercice_2022_-_oragroup_tg.pdf,24928.0,19199.0,222431.0,105279271414.0,,,225265.0,,0.1120707095683605,0.0863144076140466,1.8236258422136965e-07,,,,,https://www.brvm.org/fr/rapports-societe-cotes/oragroup,verified_like,passes_rule_checks
ORAGROUP,2023,2024.0,2024-04-29,ok,,,5,ORAGROUP TOGO : Etats financiers - Exercice 2023,https://www.brvm.org/sites/default/files/20240429_-_etats_financiers_-_exercice_2023_-_oragroup_togo.pdf,-32255.0,-18186.0,215280.0,109239219667.0,,,196553.0,,-0.1498281308063916,-0.0844760312151616,-1.6647866998169153e-07,,,,,https://www.brvm.org/fr/rapports-societe-cotes/oragroup,verified_like,passes_rule_checks
ORANGE CI,2024,2025.0,2025-02-21,ok,,,5,ORANGE CI : Etats financiers - Exercice 2024,https://www.brvm.org/sites/default/files/20250221_-_etats_financiers_-_exercice_2024_-_orange_ci.pdf,263200000000.0,158200000000.0,1084100000000.0,713800000000.0,,,,1304300000000.0,0.2427820311779356,0.1459274974633336,0.2216307088820397,,,,,https://www.brvm.org/fr/rapports-societe-cotes/orange-ci,verified_like,passes_rule_checks
ORANGE CI,2025,2026.0,2026-02-17,ok,,,8,ORANGE CI : Etats financiers - Exercice 2025,https://www.brvm.org/sites/default/files/20260217_-_etats_financiers_-_exercice_2025_-_orange_ci.pdf,287200000000.0,167800000000.0,1197100000000.0,707800000000.0,2554100000000.0,1846300000000.0,1436100000000.0,1520200000000.0,0.2399131233815053,0.1401720825327875,0.2370726193840067,0.0656982890254884,2.6085052274653857,0.2771230570455346,0.9446783317984476,https://www.brvm.org/fr/rapports-societe-cotes/orange-ci,verified_like,passes_rule_checks
PALM CI,2020,2021.0,2021-05-04,ok,,,8,PALM CÔTE D'IVOIRE : Etats Financiers - Exercice 2020,https://www.brvm.org/sites/default/files/20210504_-_etats_financiers_-_exercice_2020_-_palm_ci.pdf,5512352378.0,3521647345.0,119759702243.0,69201263090.0,138598826714.0,69397563624.0,30863321421.0,23476478355.0,0.0460284409092391,0.0294059460656837,0.0508899287057796,0.0254089260962284,1.0028366611422208,0.4992918391206692,1.3146486859868722,https://www.brvm.org/fr/rapports-societe-cotes/palm-ci,verified_like,passes_rule_checks
PALM CI,2021,2022.0,2022-04-26,ok,,,8,PALM CI : Etats financiers exercice 2021,https://www.brvm.org/sites/default/files/20220426_-_etats_financiers_exercice_2021_-_palm_ci.pdf,56689991420.0,42473119895.0,195659428255.0,109913559311.0,167045712552.0,57132153241.0,62919277888.0,37448887226.0,0.2897381021992806,0.217076786300558,0.3864229323592594,0.2542604610805468,0.5197916762875887,0.6579849170135676,1.6801374499671762,https://www.brvm.org/fr/rapports-societe-cotes/palm-ci,verified_like,passes_rule_checks
PALM CI,2022,2023.0,2023-04-25,ok,,,8,PALM CÔTE D'IVOIRE : États financiers exercice 2022,https://www.brvm.org/sites/default/files/20230425_-_etats_financiers_exercice_2022_-_palm_ci.pdf,56649930999.0,41693172115.0,232712921927.0,130370171479.0,214327417788.0,83957246309.0,89609941187.0,70900106621.0,0.2434326831956954,0.1791613966674303,0.3198060694559715,0.1945302777652107,0.6439912240394945,0.6082757531654418,1.2638900765835843,https://www.brvm.org/fr/rapports-societe-cotes/palm-ci,verified_like,passes_rule_checks
